NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
2602,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5300000,33,1
2603,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,22,1
2605,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3550000,33,1
2607,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,6500000,35,1
2608,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,4000000,17,1
2610,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,13000000,35,1
2621,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2700000,23,1
2624,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,2900000,33,1
2626,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,6200000,17,1
2627,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,35,1
2628,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
2629,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,6000000,35,1
2632,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C ABS,5300000,29,1
2634,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW VARIO TECHNO CBS,3400000,23,1
2636,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,8000000,35,1
2637,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,4500000,23,1
2638,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3000000,33,1
2643,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
2644,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,3500000,35,1
2646,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,5300000,33,1
2647,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW PCX 160 CBS,6000000,33,1
2657,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3300000,23,1
2658,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,35,1
2659,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,33,1
2662,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,MIO M3 125,3000000,23,1
2664,GIRIMUKTI,SAGULING,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3000000,32,1
2670,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,35,1
2671,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,7700000,29,1
2673,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
2674,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,4000000,29,1
2677,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29,1
2681,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,2600000,33,1
2685,MEKARSARI,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 CBS ISS,5000000,33,1
2688,MEKARWANGI,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,32,1
2689,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,6000000,33,1
2690,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
2691,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,6000000,33,1
2692,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5000000,23,1
2696,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
2702,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,17,1
2703,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,6300000,23,1
2705,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA S125 IGET3V IE,7500000,17,1
2706,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,9700000,33,1
2707,JAYAMEKAR,PADALARANG,KAB. BANDUNG,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,11500000,23,1
2710,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2900000,35,1
2711,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5300000,35,1
2713,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2000000,35,1
2714,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP SPORTY,5300000,35,1
2715,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 CBS ISS,3000000,35,1
2716,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,7800000,35,1
2717,MEKARJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,1800000,35,1
2718,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,3000000,35,1
2721,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4700000,35,1
2722,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,2800000,33,1
2723,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,7800000,35,1
2724,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5300000,35,1
2725,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NSCOOPY FI SPRT MTRO,2500000,35,1
2726,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4500000,33,1
2727,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2000000,33,1
2729,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY,2400000,35,1
2730,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,2500000,35,1
2731,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,6000000,35,1
2732,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,2500000,35,1
2733,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
2734,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5000000,35,1
2735,BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
2736,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,3800000,35,1
2737,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,VIAR,KARYA 200 L,7500000,35,1
2740,MEKARJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF,8000000,35,1
2741,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2000000,35,1
2742,CIBEDUG,RONGGA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35,1
2743,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1800000,35,1
2745,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,2358700,30,1
2747,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,2246216,30,1
2749,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,2901078,30,1
2750,WARGASALUYU,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2110861,29,1
2754,NYENANG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2336945,31,1
2755,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2748975,29,1
2757,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5253004,35,1
2759,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,2721023,35,1
2761,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,4548111,31,1
2763,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2712691,27,1
2764,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,3002497,32,1
2765,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,6325472,31,1
2766,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3764278,30,1
2767,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CBS FI,3400000,35,1
2770,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,ADV 150 ABS,9400000,35,1
2771,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEATFISPRTCBSISSPLUS,3400000,35,1
2772,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,2825989,28,1
2773,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW MIO M3 CW,5096710,22,1
2774,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,5000000,35,1
2775,KERTAMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,1
2777,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,5442112,26,1
2778,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3000000,35,1
2779,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE,8242350,20,1
2780,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,2357330,30,1
2781,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CBS FI,4500000,35,1
2782,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,23,1
2783,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,7299758,23,1
2784,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5800000,33,1
2786,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,CRF 150 L,6900000,35,1
2787,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,3900000,32,1
2790,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,4606578,22,1
2791,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,8708886,22,1
2793,TUGUMUKTI,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,3900000,33,1
2795,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,8500000,29,1
2800,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,2835524,30,1
2801,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3723653,24,1
2802,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,8285186,21,1
2803,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW MIO M3 CW,4827439,23,1
2804,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,10200000,35,1
2805,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,1682208,31,1
2806,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3807534,24,1
2809,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5600000,22,1
2811,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,9000000,35,1
2812,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,5400000,33,1
2814,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,23,1
2815,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33,1
2816,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
2817,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125 S-VERSION,3500000,35,1
2819,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,29,1
2821,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,5100000,29,1
2822,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW XSR 155,15000000,21,1
2823,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,2800000,34,1
2824,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,WR 155 R,8500000,29,1
2826,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,29,1
2827,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BARU,YAMAHA,NMAX ABS,12898977,18,1
2828,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,7643652,19,1
2829,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,4906340,21,1
2830,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,5922658,19,1
2831,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,9168938,17,1
2835,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2700000,35,1
2836,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY FASHION,5000000,35,1
2837,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4500000,33,1
2840,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,2600000,31,1
2841,MARGALAKSANA,CIPEUNDEUY,KAB. BANDUNG,MOTOR BARU,YAMAHA,N-MAX,7100000,23,1
2842,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,3500000,35,1
2843,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4200000,33,1
2844,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,3600000,22,1
2845,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7500000,35,1
2847,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,3900000,33,1
2848,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4500000,35,1
2849,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,3300000,23,1
2853,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,22,1
2854,CIKANDE,SAGULING,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7900000,29,1
2855,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33,1
2858,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
2859,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,CBR 250 RR ABS,26000000,35,1
2864,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,9900000,29,1
2870,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4000000,33,1
2873,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,7500000,23,1
2874,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,9000000,35,1
2875,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,5200000,33,1
2878,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
2881,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,33,1
2883,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2900000,33,1
2884,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3000000,35,1
2885,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2700000,23,1
2886,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,23,1
2888,SADANGMEKAR,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2800000,33,1
2890,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
2892,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5200000,23,1
2894,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4500000,35,1
2895,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,3400000,35,1
2897,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3550000,23,1
2900,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,6500000,23,1
2901,JATIMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,FINO FI SPORTY,3000000,23,1
2905,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,2600000,33,1
2906,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY FASHION,3200000,22,1
2907,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,1
2909,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
2912,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,CB VERZA 150,3200000,23,1
2914,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
2920,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,33,1
2921,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
2924,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,1
2925,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,35,1
2927,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5500000,22,1
2931,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,2600000,33,1
2932,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,2600000,33,1
2933,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4000000,33,1
2937,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,2800000,33,1
2939,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,35,1
2941,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,11,1
2942,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2800000,33,1
2945,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALLNEW NMAX 155C ABS,5600000,23,1
2947,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,5300000,29,1
2948,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
2951,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,3200000,22,1
2952,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,CB 150 R,5500000,35,1
2953,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,33,1
2958,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,5000000,33,1
2960,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,2600000,33,1
2961,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
2962,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29,1
2963,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,CB150R MMC SE,4400000,23,1
2965,NYENANG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,35,1
2966,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
2967,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,2700000,35,1
2968,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,3600000,35,1
2970,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
2973,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
2974,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,3000000,33,1
2975,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
2978,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,5500000,29,1
2979,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,3100000,23,1
